Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,Barcode
,,,,Deal,Free,Deal,Free,,,,,,,,
9927,PANTENE 2,PCS,672,0,0,0,0,1.56,2,1.32,2,P&G,,,4902430798402
10258,PANTENE 2IN 1 SS 650ML,PCS,1,0,0,0,0,279.02,625,472.92,625,P&G,,,4902430541336
9953,PANTENE 2IN1 HAIRFALL CONTROL 180ML,PCS,3,0,0,0,0,150,165,127.12,165,P&G,,,4902430538794
5677,PANTENE 2IN1 HAIRFALL CONTROL 340ML,PCS,1,0,0,0,0,259.09,285,219.57,285,P&G,,,4902430541053
4702,PANTENE 2IN1 SILKY SMOOTH CARE 340ML,PCS,3,0,0,0,0,272.72,300,231.12,300,P&G,,,4902430541107
5676,PANTENE 2IN1 SS SHAMPOO,PCS,1,0,0,0,0,136.36,150,115.56,150,P&G,,,4902430538817
4016,PANTENE 340ML LB,PCS,3,0,0,0,0,203.64,280,215.72,280,P&G,,,4902430899147
10257,PANTENE 650ML SILKY SMOOTH CARE,PCS,3,0,0,0,0,491.07,550,416.16,550,P&G,,,4902430346139
9952,PANTENE ANTI DANDRUFF 180ML,PCS,3,0,0,0,0,98.18,120,92.45,120,P&G,,,4902430899260
9951,PANTENE BAMBOO 180ML,PCS,3,0,0,0,0,127.51,165,127.13,165,P&G,,,4987176088017
9950,PANTENE BAMBOO 340ML,PCS,2,0,0,0,0,238.64,350,269.65,350,P&G,,,4987176087997
9897,PANTENE CONDITIONER 100ML,PCS,2,0,0,0,0,78.26,90,66.32,90,P&G,,,4902430899406
5679,PANTENE HAIR FALL CONTROL CONDITIONER 200ML,PCS,4,0,0,0,0,165.22,190,140.02,190,P&G,,,4902430899413
5678,PANTENE LIVELY CLEAN SHAMPOO 400ML,PCS,1,0,0,0,0,174.55,240,184.9,240,P&G,,,4902430899185
9463,PANTENE SILKY SMOOTH CARE 180ML,PCS,2,0,0,0,0,107.99,132,101.69,132,P&G,,,4902430899215
9928,PANTENE SILKY SMOOTH CARE 340ML,PCS,3,0,0,0,0,203.64,280,215.72,280,P&G,,,4902430899154
10546,PAPER BOAT COCONUT WATER 200ML,PCS,10,0,0,0,0,42.71,50,38.13,50,HECTOR BEVERAGES PVT LTD,,,8906080601248
10547,PAPER BOAT POMEGRANATE 20,PCS,-1,0,0,0,0,16.53,20,14.76,20,HECTOR BEVERAGES PVT LTD,,,8906080603259
10411,PAPERBOAT LYCHEE 10,PCS,55,0,0,0,0,8.88,10,7.93,10,HECTOR BEVERAGES PVT LTD,,,8906080601767
10072,PAPERBOAT SLURPY MANGO,PCS,-103,0,0,0,0,8.88,10,7.93,10,HECTOR BEVERAGES PVT LTD,,,8906080601774
10095,PAPERBOAT SWING MIXED FRUIT MEDLEY,PCS,38,0,0,0,0,8.88,10,7.93,10,HECTOR BEVERAGES PVT LTD,,,8906080602092
10549,PAPERBOAT TASTY APPLE 10,PCS,13,0,0,0,0,8.88,10,7.93,10,HECTOR BEVERAGES PVT LTD,,,8906080601750
10550,PAPERBOAT YUMMY GUAVA 10,PCS,39,0,0,0,0,8.78,10,7.84,10,HECTOR BEVERAGES PVT LTD,,,8906080601934
4584,PAR ADV JASMINE  OIL 300ML,PCS,5,0,0,0,0,117.67,132,99.72,132,MARICO,,,8901088157667
9518,PAR ADV JASMINE 190ML,PCS,11,0,0,0,0,73,82,61.86,82,MARICO,,,8901088157681
10320,PARACHUTE 175ML,PCS,8,0,0,0,0,65.94,74,62.78,74,MARICO,,,8901088055802
3914,PARACHUTE ALOE VERA 150 ML,PCS,-1,0,0,0,0,66.83,80,56.64,80,MARICO,,,8901088080279
9512,PARACHUTE ALOE VERA 250,PCS,-1,0,0,0,0,0,130,98.16,130,MARICO,,,8901088080293
11278,PARACHUTE ALOE VERA COCONUT HAIR OIL,PCS,6,0,0,0,0,120.21,135,114.45,135,PARASUIT,,,8901088209861
5027,PARACHUTE COCONUT HAIR OIL 500ML,PCS,4,0,0,0,0,185.34,208,176.51,208,PARASUIT,,,8901088000451
9519,PARACHUTE COCONUT OIL 175ML,PCS,5,0,0,0,0,62.52,70,59.52,70,MARICO,,,8901088050586
10775,PARACHUTE COCONUT OIL 500ML,PCS,4,0,0,0,0,191.67,215,182.54,215,MARICO,,,8901088000468
10902,PARAS MUG,PCS,17,0,0,0,0,23,30,23,30,-BLANK-,,,VP22268
2364,PARK AVENUE GOOD MORNING 150ML,PCS,3,0,0,0,0,139.99,225,118.64,225,PARK AVENUE,,,8901277007087
11260,PARK AVENUE GOOD MORNING POCKET DEO,PCS,5,0,0,0,0,43,65,36.44,65,PARK AVENUE,,,8901277016584
10423,PARLE 2 IN 1 ECLAIRS,PCS,-20,0,0,0,0,0,50,0,50,PARLE,,,8901719119262
11157,PARLE 20-20,PCS,-1,0,0,0,0,0,25,0,25,-BLANK-,,,8901719121678
2577,PARLE G 250GM,PCS,-67,0,0,0,0,0,25,0,25,PARLE,,,8901719120800
7869,PARLE HIDE & SEEK,PCS,-19,0,0,0,0,0,30,0,30,PARLE,,,8901719115615
10418,PARLE HIDE & SEEK 33G,PCS,-51,0,0,0,0,0,10,0,10,PARLE,,,8901719100369
10415,PARLE KRACK JACK 69.3G,PCS,-51,0,0,0,0,0,10,7.57,10,PARLE,,,8901719120954
10722,PARLE KRACK JACK PLAIN,PCS,-16,0,0,0,0,0,35,26.48,35,PARLE,,,8901719120725
8872,PARLE KRACKJACK BUTTER MASALA,PCS,-95,0,0,0,0,26.78,30,22.7,35,PARLE,,,8901719120817
9482,PARLE MAGIX,PCS,-417,0,0,0,0,0,5,0,5,RECKITT BENCKISER,,,
9838,PARLE MANGO,PCS,-1,0,0,0,0,0,150,0,150,HUL,,,VF24619
3569,PARLE MARIE GOLD 300gm,PCS,-66,0,0,0,0,33.6,35,30,35,PARLE,,,8901719124860
10417,PARLE MAZELO 39.6G,PCS,-59,0,0,0,0,0,10,0,10,PARLE,,,8901719113734
10414,PARLE MONACO 200G,PCS,-47,0,0,0,0,0,35,0,35,PARLE,,,8901719120756
11214,PARLE MULTIVITA MARIE 300G,PCS,-1,0,0,0,0,0,45,0,45,PARLE,,,8901719122002
4594,PARLE NIMKIN,PCS,-139,0,0,0,0,0,5,0,5,PARLE,,,8901719121371
11256,PARLE NUTRICRUNCH SUGAR FREE,PCS,-1,0,0,0,0,0,35,0,35,PARLE,,,8901719119590
9435,PARLE RUSK 182G,PCS,-137,0,0,0,0,0,30,0,30,PARLE,,,8901719120589
9124,PARLE RUSK 63G,PCS,-41,0,0,0,0,0,10,8.5,10,PARLE,,,8901719117817
9428,PARLE TOP - 200GM,PCS,-51,0,0,0,0,0,30,0,30,PARLE,,,8901719123474
9127,PARLE-G 110G,PCS,-54,0,0,0,0,0,10,0,10,PARLE,,,8901719121814
3694,PATANJALI SAUNDARYA ALOE VERA GEL 150ML,PCS,-4,0,0,0,0,80.15,90,67.92,90,PATANJALI,,,8904109400643
10273,PATENJALI BALM 10G,PCS,1,0,0,0,0,20.92,25,18.68,25,PATANJALI,,,8904109465383
10274,PATENJALI BALM 25G,PCS,1,0,0,0,0,41.85,50,37.36,50,PATANJALI,,,8904109465420
9488,PATENJALI DANT KANTI 50G,PCS,14,0,0,0,0,17.85,20,15.44,20,PATANJALI,,,8904109471070
9841,PATENJALI HALDI CHANDAN 150G,PCS,2,0,0,0,0,37.4,42,33.02,42,PATANJALI,,,8904109451911
1522,PATENJALI HARBAL MEHANDI BLACK,PCS,15,0,0,0,0,16.71,20,14.16,20,PATANJALI,,,8904109401862
1347,PATENJALI NORMAL TOOTHBRUSH,PCS,-1,0,0,0,0,8.88,10,7.52,10,PATANJALI,,,8904109401213
492,PATENJALI ORANGE ALOE VERA 60G,PCS,5,0,0,0,0,40.08,45,33.96,45,PATANJALI,,,8904109450464
9713,PATRAJ,PCS,-120,0,0,0,0,0,5,4,5,ZYDUS WELLNESS,,,
683,PEANUT BUTTER,PCS,-1,0,0,0,0,0,100,0,100,SUNDROP,,,8901512141804
10101,PEARS FRESH RENEWAL FACE WASH 60G,PCS,9,0,0,0,0,145.45,160,123.27,160,HUL,,,8901030818226
9629,PEARS OIL CLEAR GLOW SOAP 75G,PCS,34,0,0,0,0,58.34,63,49.44,63,HUL,,,8901030871030
9196,PEARS P&G BODY SOAP 60G,PCS,8,0,0,0,0,24.5,27,21.19,27,HUL,,,8901030772351
3456,PEARS PURE & GENTLE SOAP 100G,PCS,36,0,0,0,0,49,54,42.37,54,HUL,,,8901030766947
10358,PEARS PURE AND GENTLE FACEWASH 60G,PCS,6,0,0,0,0,145.46,160,123.27,160,HUL,,,8901030818233
2877,PEARS PURE AND GENTLE SOAP 4,PCS,18,0,0,0,0,147,162,127.12,162,HUL,,,8901030764172
9628,PEARS SOFT & FRESH 100G,PCS,12,0,0,0,0,57.41,62,48.65,62,HUL,,,8901030871016
10049,PEDIASURE 7+ CHO 400GM,PCS,2,0,0,0,0,358.48,395,310,395,ABBOTT HEALTHCARE PVT LTD,,,8904145912049
10048,PEDIASURE 7+ VANILLA 400G,PCS,4,0,0,0,0,358.48,395,310,395,ABBOTT HEALTHCARE PVT LTD,,,8904145912025
10042,PEDIASURE CHOC 1KG,PCS,5,0,0,0,0,1247.76,1375,1079,1375,ABBOTT HEALTHCARE PVT LTD,,,8904145912483
10047,PEDIASURE CHOC 400G REF,PCS,2,0,0,0,0,534.84,590,462.5,590,ABBOTT HEALTHCARE PVT LTD,,,8904145912469
10040,PEDIASURE CHOC 750G REF,PCS,5,0,0,0,0,980.63,1080,848,1080,ABBOTT HEALTHCARE PVT LTD,,,8904145912476
10044,PEDIASURE CHOC JAR 400GM,PCS,5,0,0,0,0,588.61,650,509,650,ABBOTT HEALTHCARE PVT LTD,,,8904145912452
10043,PEDIASURE VAN 1KG,PCS,4,0,0,0,0,1169.12,1290,1011,1290,ABBOTT HEALTHCARE PVT LTD,,,8904145912407
10046,PEDIASURE VAN 400G REF,PCS,1,0,0,0,0,534.84,590,462.5,590,ABBOTT HEALTHCARE PVT LTD,,,8904145912384
10045,PEDIASURE VAN JAR 400GM,PCS,5,0,0,0,0,588.61,650,509,650,ABBOTT HEALTHCARE PVT LTD,,,8904145912377
10041,PEDIASURE VEN 750G REF,PCS,5,0,0,0,0,980.63,1080,848,1080,ABBOTT HEALTHCARE PVT LTD,,,8904145912391
10103,PEPSODENT 2 IN 1 150G,PCS,8,0,0,0,0,88.18,97,74.73,97,HUL,,,8901030862090
10102,PEPSODENT GERMICHECK 2*150G,PCS,4,0,0,0,0,125.46,138,106.32,138,HUL,,,8901030843891
10443,PEPSODENT GUMCARE 140G,PCS,12,0,0,0,0,94.54,104,80.12,104,HUL,,,8901030862069
461,PERFECTING LIQUID FOUNDATION PEARL,PCS,2,0,0,0,0,136.14,160,118.94,160,ELL18,,,8901030175664
6856,PERK DOU BLE 26G,PCS,-28,0,0,0,0,9.09,10,7.7,10,CADBURY,,,
11076,PHOOL JHARU,PCS,-6,0,0,0,0,0,55,49,55,-BLANK-,,,VC26881
3338,PISTACHIO 250G,2PCS,-3,0,0,0,0,0,305,0,305,P&M,,,
10921,PITAMBARI TIL OIL 900ML,PCS,-14,0,0,0,0,168,210,150,210,PITAMBARI PRODUCTS PVT. LTD,,,8901468001689
10922,PITAMBARI TIL TEL 450ML,PCS,2,0,0,0,0,89,110,79.46,110,PITAMBARI PRODUCTS PVT. LTD,,,8901468001672
11049,PLASTOWORLD,PCS,-3,0,0,0,0,0,10,8,12,-BLANK-,,,VK54944
9472,POASTA DANA 250G,PCS,-4,0,0,0,0,0,275,0,325,PREMIUM QUALITY,,,
6912,POHA 1KG,PCS,-73,0,0,0,0,36,38,36,38,-BLANK-,,,POHA130
10360,POHA 500G,PCS,-13,0,0,0,0,0,15,0,17,HUL,,,VP13174
11154,POHA BOLD 1K.G,PCS,-9,0,0,0,0,34.75,38,34.75,38,-BLANK-,,,VP51238
10771,POHA KATARNI 1K.G,PCS,-3,0,0,0,0,0,65,55,65,-BLANK-,,,VC39499
10823,POHA KATARNI 500G,PCS,-2,0,0,0,0,0,33,27.5,33,-BLANK-,,,38326
10988,POLO BIG ROLL 24,PCS,5,0,0,0,0,8.26,10,7.37,10,NESTLE,,,8901058894967
10843,POND'S AGE MIRACLE WRINKLE CORRECTOR 35G,PCS,3,0,0,0,0,457.47,549,408.12,549,LAKME,,,8901030786310
10889,POND'S BB+ IVORY CREAM 30G,PCS,3,0,0,0,0,209.69,249,185.1,249,LAKME,,,8901030826900
10933,POND'S BRIGHT BEAUTY FACEWASH 50G,PCS,18,0,0,0,0,60.42,79,51.21,79,HUL,,,8901030861512
10442,POND'S BRIGHT BEAUTY FW 100G,PCS,2,0,0,0,0,141.23,175,130.09,175,HUL,,,8901030861505
10656,POND'S BRIGHT BEAUTY SERUM CREAM 35G,PCS,-1,0,0,0,0,105.27,120,89.21,120,HUL,,,8901030877063
10294,POND'S BRIGHT BEAUTY SERUM CREAM 50G,PCS,-3,0,0,0,0,236.41,275,204.43,275,HUL,,,8901030877094
10359,POND'S DREAMFLOWER 100G,PCS,5,0,0,0,0,97.02,110,84.75,110,HUL,,,8901030869013
10925,POND'S LIGHT MOISTURISER 25ML,PCS,12,0,0,0,0,36.31,45,33.45,45,HUL,,,8901030676970
10926,POND'S LIGHT MOISTURISER 50ML,PCS,12,0,0,0,0,72.63,90,66.9,90,HUL,,,8901030865466
10290,POND'S LIGHT MOISTURISER 75ML,PCS,1,0,0,0,0,100.88,125,92.92,125,HUL,,,8901030676956
10657,POND'S PURE DETOX FW 100G,PCS,5,0,0,0,0,177.54,220,163.54,220,HUL,,,8901030860461
10658,POND'S PURE DETOX FW 50G,PCS,19,0,0,0,0,87.96,115,74.55,115,HUL,,,8901030860454
10291,POND'S SUNSCREEN AGE MIRACLE 10G,PCS,5,0,0,0,0,100.01,120,89.21,120,HUL,,,8901030786334
10927,POND'S SUPER LIGHT GEL 50ML,PCS,6,0,0,0,0,80.7,100,74.34,100,HUL,,,8901030865398
9631,POND'S SUPER LIGHT GEL 73G,PCS,4,0,0,0,0,124.28,154,114.48,154,HUL,,,8901030755347
11079,POND'S TRIPLE VITAMIN LOTION 100ML,PCS,-1,0,0,0,0,0,90,69.34,90,HUL,,,8901030858536
9135,PONDS BRIGHT BEAUTY DAY CREAM 23G,PCS,-1,0,0,0,0,66.02,78,57.98,78,HUL,,,8901030877056
10192,POSTA 250G,PCS,-2,0,0,0,0,0,350,325,350,GOKUL,,,8906099200166
9725,POSTA DANA,PCS,-3,0,0,0,0,0,325,275,320,EVEREST,,,VK63532
10672,POSTA DANA 100G,PCS,-1,0,0,0,0,0,150,130,150,-BLANK-,,,VE55663
11099,PRAMOD BUNDIYA 200GM,PCS,10,0,0,0,0,44.26,54,39.52,54,PRAMOD,,,8906043196927
11096,PRAMOD KHASTA MIXTURE 400GM,PCS,1,0,0,0,0,81,98,72.32,98,PRAMOD,,,8906043190017
11101,PRAMOD KHATTA MITHA 400GM,PCS,8,0,0,0,0,82,100,73.21,100,PRAMOD,,,8906043190222
11098,PRAMOD MIXTURE NAMKEEN 200G,PCS,1,0,0,0,0,37.01,45,33.04,45,PRAMOD,,,8906043199362
11267,PRAMOD PEANUT CHIKKI MRP10,PCS,37,0,0,0,0,8.49,10,8.09,10,PRAMOD,,,8906043190789
11097,PRAMOD SPECIAL DALMOTH 400GM,PCS,8,0,0,0,0,87,106,77.68,106,PRAMOD,,,8906043190147
10901,PRAN CHOCO BEAN TOFFEE,PCS,2,0,0,0,0,21,25,17.8,25,PRAN,,,841165117840
10923,PRAN POTATA SPICY BISCUIT 75G,PCS,3,0,0,0,0,21.5,25,18.22,25,PRAN,,,840205718573
10310,PRATAP CLOTH CLIPS XXL-12,PCS,-1,0,0,0,0,0,95,48.14,95,CLIPS CO.,,,8904042632088
10309,PRATAP JUMBO CLIPS-12,PCS,-5,0,0,0,0,0,89,36.44,89,CLIPS CO.,,,8904042632071
11042,PRINCE BAKERY BISCUIT MANGRAIL,PCS,-1,0,0,0,0,0,38,34,38,-BLANK-,,,VT13366
10439,PRINCE BAKERY BISCUITS,PCS,-107,0,0,0,0,0,50,39,50,-BLANK-,,,VD26410
2253,PRO -EASE GO -XL,PCS,-1,0,0,0,0,22.51,80,0,80,RSPL,,,
9680,PRO EASE XL 15 PADS,PCS,1,0,0,0,0,65.72,80,71.43,80,RSPL,,,8901331040548
4908,PRO EASE XL 6N,PCS,1,0,0,0,0,24.65,30,26.79,30,RSPL,,,8901331040418
9503,PT ALOE VERA GEL 60ML,PCS,10,0,0,0,0,44.53,50,37.74,50,PATANJALI,,,8904109400636
10230,PT ALOEVERA KANTI 150G,PCS,5,0,0,0,0,37.39,42,33.01,42,PATANJALI,,,8904109451928
10993,PT AMLA JUICE 1L,PCS,1,0,0,0,0,118.64,140,105.93,140,PATANJALI,,,8904109465000
10593,PT AMLA MURABA 1K.G,PCS,5,0,0,0,0,166.67,200,148.81,200,PATANJALI,,,8904109445026
11037,PT ANARDANA GOLI 100G,PCS,4,0,0,0,0,37.7,45,33.66,45,PATANJALI,,,8904109465208
10376,PT APPLE VENEGAR 500ML,PCS,3,0,0,0,0,108.33,130,91.8,130,PATANJALI,,,8904109445293
10378,PT ASHVAGANDHA 20CAP,PCS,2,0,0,0,0,79.99,90,71.42,90,PATANJALI,,,8904109420030
10596,PT ATTA NOODLES 240G,PCS,-1,0,0,0,0,35.55,40,31.74,40,PATANJALI,,,8906032019190
5790,PT BASMATI RICE 5 KG(SL),PCS,-5,0,0,0,0,462.61,495,440.58,495,PATANJALI,,,8904109492082
3354,PT BLACK SALT 200G,PCS,-28,0,0,0,0,10,15,10,15,PATANJALI,,,8904109440342
10834,PT BROWN BASMATI RICE 1K.G,PCS,4,0,0,0,0,127.27,140,121.21,140,PATANJALI,,,8904109467974
10992,PT BURA SUGAR 1K.G,PCS,2,0,0,0,0,65.63,70,62.5,70,PATANJALI,,,8904109464621
1614,PT COCONUT OIL 200ML B,PCS,5,0,0,0,0,85.02,95,80.97,95,PATANJALI,,,8904109400414
1620,PT COCONUT OIL JAR 200ML,PCS,3,0,0,0,0,82.32,92,78.4,92,PATANJALI,,,8904109400421
1348,PT CURVY TOOTH BRUSH,PCS,2,0,0,0,0,13.36,15,11.32,15,PATANJALI,,,8904109401183
4349,PT DALIA 500G,PCS,-9,0,0,0,0,26.67,30,25.4,30,PATANJALI,,,8904109470011
10714,PT DANT KANTI 200G+100G,PCS,2,0,0,0,0,142.8,160,123.48,160,PATANJALI,,,8904109450334
10715,PT DANT KANTI ADVANCE 100G 90,PCS,5,0,0,0,0,76.83,90,66.44,90,PATANJALI,,,8904109451560
1409,PT DANT KANTI NATURAL 100G,PCS,9,0,0,0,0,49.09,55,42.45,55,PATANJALI,,,8904109450112
9429,PT DANT KANTI NATURAL 600GM,PCS,2,0,0,0,0,232.03,260,200.65,260,PATANJALI,,,8904109402241
5081,PT DANT KANTI NATURAL TOOTHPASTE 200G,PCS,7,0,0,0,0,93.72,105,81.04,105,PATANJALI,,,8904109450327
9572,PT DISHWASH BAR 10RS,PCS,-1,0,0,0,0,9.27,10,7.86,10,PATANJALI,,,8904109460104
6035,PT GONYAL FLOOR CLEANER 1LTR,PCS,1,0,0,0,0,51.11,60,45.12,60,PATANJALI,,,8908004906002
6939,PT GULAB JAL 120ML,PCS,8,0,0,0,0,29.41,35,24.92,35,PATANJALI,,,8904049101754
9418,PT HAND WASH - 250ML,PCS,8,0,0,0,0,53.43,60,45.28,60,PATANJALI,,,8904109400230
9451,PT HAND WASH -99RS,PCS,1,0,0,0,0,97.96,110,83.02,110,PATANJALI,,,8904109450051
9446,PT HAND WASH 200ML,PCS,9,0,0,0,0,40.07,45,33.96,45,PATANJALI,,,8904109451102
9567,PT HERBAL MEHANDI 20G BROWN,PCS,16,0,0,0,0,16.71,20,14.16,20,PATANJALI,,,8904109401879
9566,PT HERBAL MEHNDI 100G,PCS,2,0,0,0,0,31.17,35,26.42,35,PATANJALI,,,8904109411205
9568,PT HERBAL WASH WITH NEEM,PCS,19,0,0,0,0,63.63,70,55.03,70,PATANJALI,,,8904109450778
10831,PT HING 10G,PCS,9,0,0,0,0,22.23,25,21.17,25,PATANJALI,,,8904109445378
10832,PT HING 25G,PCS,7,0,0,0,0,44.44,50,42.32,50,PATANJALI,,,8904109445392
678,PT HING GOLI 100G,PCS,5,0,0,0,0,55.08,65,49.18,65,PATANJALI,,,8904109465338
3596,PT HONEY 500GM,PCS,-7,0,0,0,0,152.55,180,145.28,180,PATANJALI,,,8904109449222
5598,PT ISABGOL 100 GM,PCS,-11,0,0,0,0,97.79,110,87.31,110,PATANJALI,,,8904109490385
10182,PT JEERA COOKIES 200G,PCS,12,0,0,0,0,43.55,50,37.66,50,PATANJALI,,,8906032018551
10997,PT KATARNI RICE 25K.G,PCS,6,0,0,0,0,1208.99,1320,1174.9,1320,PATANJALI,,,VP54586
10381,PT MADHURAM GUD POWDER 1K.G,PCS,3,0,0,0,0,61.91,65,58.96,65,PATANJALI,,,8904109470332
3670,PT MUSTARD OIL P 1L,PCS,3,0,0,0,0,168.23,180,160.22,180,PATANJALI,,,8904109400995
10670,PT NAMKEEN BISCUIT 70G,PCS,-6,0,0,0,0,8.71,10,7.53,10,PATANJALI,,,8906032018605
10183,PT NARIYAL BST 100G,PCS,9,0,0,0,0,8.71,10,7.53,10,PATANJALI,,,8906032019671
1491,PT NEEM KANTI 75G,PCS,14,0,0,0,0,20.48,23,18.08,23,PATANJALI,,,8904109450082
10179,PT OATS 200GM,PCS,-1,0,0,0,0,33.77,38,32.16,38,PATANJALI,,,8906032019282
4328,PT PUSTAHAR DALIA 500G,PCS,-12,0,0,0,0,35.55,40,33.86,40,PATANJALI,,,8904109465123
9564,PT SAUNDARYA NEEM TULSI FACE WASH 100G,PCS,3,0,0,0,0,71.24,80,60.37,80,PATANJALI,,,8904109400605
10377,PT SHILAJIT 20CAP,PCS,3,0,0,0,0,83.33,100,74.4,100,PATANJALI,,,8904109420016
10835,PT SONAM RICE 25K.G,PCS,2,0,0,0,0,1372.83,1500,1334.12,1500,PATANJALI,,,VP22596
9421,PT SUPER DISHWASH,PCS,6,0,0,0,0,37.1,40,31.44,40,PATANJALI,,,8904109450532
719,PT VERMICELLI 200G,PCS,-1,0,0,0,0,13.33,15,12.69,15,PATANJALI,,,8904109473609
4868,PT VERMIVVELLI ROSTED 200G,PCS,-33,0,0,0,0,17.79,20,16.94,20,PATANJALI,,,8904109473616
11246,R.R MATCHES BOX,PCS,182,0,0,0,0,4.5,5,4.5,5,-BLANK-,,,VL15111
10806,RACY NOODLES 800GM,PCS,10,0,0,0,0,40,100,38.09,100,KRISHNA,,,
580,RAJMA 1KG,PCS,-14,0,0,0,0,52.5,59,52.5,132,P&M,,,85496RA
9201,RAJMA 500GM,PCS,-40,0,0,0,0,0,66,0,66,LOOSE,,,568000
11094,RAJMA CHITRA 1K.G,PCS,5,0,0,0,0,150,162,150,162,-BLANK-,,,VU16064
4265,RAJMA CHITRA 500 GM,PCS,30,0,0,0,0,75,82,75,82,LOOSE,,,5680001
9398,RAKESH GARAM MASALA 5G,PCS,133,0,0,0,0,2.91,5,2.77,5,RAKESH,,,8904003900331
9399,RAKESH GARAM SABUT,PCS,300,0,0,0,0,7.5,10,7.14,10,RAKESH,,,8908004306154
9394,RAKESH MEAT MASALA 100G,PCS,1,0,0,0,0,56.06,88,54.48,88,RAKESH,,,8904003900409
9397,RAKESH MEAT MASALA 10G,PCS,77,0,0,0,0,2.91,5,2.77,5,RAKESH,,,8904003900386
9396,RAKESH SABJI MASALA 100G,PCS,4,0,0,0,0,31.85,50,30.95,50,RAKESH,,,8904003988889
11206,RASGULLA MAKHANA 250G,PCS,42,0,0,0,0,92.5,110,88.09,110,KPP BROTHERS,,,
9963,REAL FRUIT APPLE,PCS,10,0,0,0,0,96.5,110,86.16,110,DABUR,,,8901888007353
9962,REAL FRUIT ORANGE,PCS,12,0,0,0,0,103.51,118,92.42,118,DABUR,,,8901888090348
11258,REAL FRUIT ORANGE 200ML,PCS,8,0,0,0,0,14.18,20,12.66,20,DABUR,,,8901888006370
9961,REAL FRUIT POMEGRANATE,PCS,11,0,0,0,0,107.91,123,96.35,123,DABUR,,,8901207004421
3655,REAL FRUIT POWER MIXED F,PCS,11,0,0,0,0,103.51,118,92.42,118,DABUR,,,8901888040350
10695,REAL GOLD CASHEW 250G,PCS,-40,0,0,0,0,165,195,157.14,195,REAL GOLD CASHEW,,,VM20444
11077,REAL KOOLERZ MANGO 150ML,PCS,11,0,0,0,0,8.55,10,8.12,10,DABUR,,,8901207023408
10575,RED BULL ENERGY DRINK 250ML,PCS,-10,0,0,0,0,0,115,95.83,125,RED BULL,,,90162602
9369,RED TOOTH PASTE 100G,PCS,2,0,0,0,0,54,60,46.22,60,DABUR,,,8901207027253
9368,RED TOOTH PASTE 45G,PCS,12,0,0,0,0,17.9,20,15.4,20,DABUR,,,8901207041617
9670,RELITE 150G,PCS,-42,0,0,0,0,29,44,25.89,44,RELITE FOOD PRODUCTS,,,
10989,RELITE PREMIUM CHANACHUR 400GM,PCS,-34,0,0,0,0,0,101,61.61,101,RELITE FOOD PRODUCTS,,,
9669,RELITE SPECIAL JHAAL 400G,PCS,-244,0,0,0,0,67.5,98,60.27,98,RELITE FOOD PRODUCTS,,,8906050631091
2194,REVIVE 400G,PCS,3,0,0,0,0,116.66,131,98.87,131,MARICO,,,8901088702522
3924,REVIVE LIQ 200ML,PCS,11,0,0,0,0,69.5,78,58.9,78,MARICO,,,8901088206280
3925,REVIVE LIQ 400ML,PCS,8,0,0,0,0,132.73,149,112.48,149,MARICO,,,8901088206273
2195,REVIVE LIQUID 95ML,PCS,8,0,0,0,0,33.83,38,28.67,38,MARICO,,,8901088206303
10280,RIN BAR 10RS,PCS,-18,0,0,0,0,9.18,10,7.78,10,HUL,,,8901030870835
11183,RIN BAR 250G,PCS,15,0,0,0,0,23.55,26,19.96,26,HUL,,,8901030848056
6098,RIN FABRIC ALA 200ML,PCS,23,0,0,0,0,40.75,44,34.53,44,HINDUSTAN UNILEVER,,,8901030761188
9562,RIN FABRIC WHITNER 500ML,PCS,24,0,0,0,0,76.07,89,64.47,89,HUL,,,8901030761195
2220,RIN SURF 1KG,PCS,13,0,0,0,0,93.31,103,79.07,103,HUL,,,8901030737084
2219,RIN SURF 500G,PCS,11,0,0,0,0,46.29,48,39.23,48,HUL,,,8901030737091
10911,RING BRAND VANILLA ESSENCES,PCS,24,0,0,0,0,12,39,12,39,-BLANK-,,,8906008049008
10769,RIPURAJ SONA SAKTI 20K.G,PCS,-2,0,0,0,0,1019.99,1045,1020,1080,-BLANK-,,,VT30846
11271,RITHA 100G,PCS,-1,0,0,0,0,0,20,16,20,-BLANK-,,,VD65091
9232,ROASTED PISTACHIOS 250G,PCS,-10,0,0,0,0,180.16,255,180,250,P&M,,,8906016015217
10251,ROBEL PAPAD P GOL PANI PURI 250G,PCS,-40,0,0,0,0,0,25,18.75,25,ROBLE AGRO FOODS PVT LTD,,,VV323
10218,ROBLE PAPAD P GOL 1K.G,PCS,14,0,0,0,0,75,160,75,160,ROBLE AGRO FOODS PVT LTD,,,8908007475031
11277,RUCHI BHOG BIRYANI 1K.G,PCS,-12,0,0,0,0,0,70,67,70,-BLANK-,,,VB1855
9393,RUCHI VERMICELLI 200G,PCS,2,0,0,0,0,24,28,22.86,28,ITC,,,8901748000418
11102,RUCHIBHOJ DUWAR 2.5K.G,PCS,-2,0,0,0,0,0,127.5,120,127.5,-BLANK-,,,VP55594
